Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
29484601,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,12 [8-16],11.91756,8.44745,15.53498,,2022-08-26T09:13:12.653+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484602,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,14 [8-21],13.98966,7.61089,21.1222,,2022-08-26T09:13:12.67+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484603,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,70 [55-85],69.9893,55.11092,84.98349,,2022-08-26T09:13:12.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484604,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,1 [1-2],1.06567,0.65527,1.56723,,2022-08-26T09:13:12.7+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484605,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE118,,,,,3 [1-6],3.05141,1.22282,5.60795,,2022-08-26T09:13:12.717+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484606,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,26 [18-33],25.77197,17.57037,32.50929,,2022-08-26T09:13:12.717+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484607,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,9 [6-11],8.76189,6.21063,11.42144,,2022-08-26T09:13:12.73+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484608,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,12 [6-18],11.87989,6.4631,17.93677,,2022-08-26T09:13:12.747+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484609,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE000,,,,,50 [40-61],50.3236,39.78773,61.04722,,2022-08-26T09:13:12.763+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484610,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,1 [1-1],0.85844,0.52785,1.26246,,2022-08-26T09:13:12.777+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
